date,year,time,site,block,site_type,wetland_id,temp,water,wind,species,method,25m,50m,total,breeding codes
6/7/22,2022,8:02,halidon,3,wetland,HH48,75,2,0,EAWP,a,,1,1,
6/7/22,2022,8:02,halidon,3,wetland,HH48,75,2,0,PIWA,v,,1,1,
6/7/22,2022,8:18,halidon,,wetland,HH46,80.5,0,1.3,COYE,a,1,1,2,
6/7/22,2022,8:18,halidon,,wetland,HH46,80.5,0,1.3,RBWO,a,2,1,3,
6/7/22,2022,8:18,halidon,,wetland,HH46,80.5,0,1.3,BGGN,a,1,,1,
6/7/22,2022,8:18,halidon,,wetland,HH46,80.5,0,1.3,YBCH,a,1,1,2,
6/13/22,2022,9:06,halidon,,wetland,HH13,85.7,0,0.6,COYE,a,,2,2,
6/13/22,2022,9:06,halidon,,wetland,HH13,85.7,0,0.6,BLGR,v,1,,1,
6/13/22,2022,9:06,halidon,,wetland,HH13,85.7,0,0.6,EATO,a,,1,1,
6/13/22,2022,9:06,halidon,,wetland,HH13,85.7,0,0.6,BGGN,a,2,,2,
6/13/22,2022,9:06,halidon,,wetland,HH13,85.7,0,0.6,NOCA,a,,1,1,
6/13/22,2022,9:06,halidon,,wetland,HH13,85.7,0,0.6,RBWO,a,,1,1,
6/13/22,2022,9:06,halidon,,wetland,HH13,85.7,0,0.6,YBCH,a,,1,1,
6/13/22,2022,8:50,halidon,,wetland,HH34r,85.2,0,0.7,GCFL,a,2,,2,
6/13/22,2022,8:50,halidon,,wetland,HH34r,85.2,0,0.7,COYE,a,2,1,3,
6/13/22,2022,8:50,halidon,,wetland,HH34r,85.2,0,0.7,BGGN,a,1,,1,
6/13/22,2022,8:50,halidon,,wetland,HH34r,85.2,0,0.7,INBU,a,,1,1,
6/13/22,2022,7:09,halidon,,wetland,HH30,78.5,0,0,COYE,a,1,1,2,
6/13/22,2022,7:09,halidon,,wetland,HH30,78.5,0,0,DOWO,a,,1,1,
6/13/22,2022,6:56,halidon,,wetland,HH31,76.9,0,0,YBCH,a,,1,1,
6/13/22,2022,6:56,halidon,,wetland,HH31,76.9,0,0,COYE,a,,1,1,
6/13/22,2022,6:56,halidon,,wetland,HH31,76.9,0,0,EAKI,v,,2,2,
6/13/22,2022,6:56,halidon,,wetland,HH31,76.9,0,0,BLGR,a,,1,1,
6/13/22,2022,6:56,halidon,,wetland,HH31,76.9,0,0,EATO,a,,1,1,
6/13/22,2022,7:35,halidon,,wetland,HH43,78.4,0,0,COYE,a,,1,1,
6/13/22,2022,7:35,halidon,,wetland,HH43,78.4,0,0,CARW,a,,2,2,
6/13/22,2022,7:35,halidon,,wetland,HH43,78.4,0,0,SUTA,a,,1,1,
6/13/22,2022,8:00,halidon,,wetland,HH33,80.2,0,0,EAWP,a,,1,1,
6/13/22,2022,8:00,halidon,,wetland,HH33,80.2,0,0,INBU,a,,1,1,
6/13/22,2022,8:00,halidon,,wetland,HH33,80.2,0,0,COYE,a,1,,1,
6/13/22,2022,8:00,halidon,,wetland,HH33,80.2,0,0,NOMO,a,,1,1,
6/13/22,2022,8:00,halidon,,wetland,HH33,80.2,0,0,BLGR,a,,1,1,
6/13/22,2022,8:00,halidon,,wetland,HH33,80.2,0,0,RBWO,a,1,,1,
6/13/22,2022,8:22,halidon,,wetland,HH34r,82.8,0,1,COYE,a,1,2,3,
6/13/22,2022,8:22,halidon,,wetland,HH34r,82.8,0,1,BGGN,a,1,,1,
6/13/22,2022,8:22,halidon,,wetland,HH34r,82.8,0,1,BGGN,v,1,,1,
6/13/22,2022,8:22,halidon,,wetland,HH34r,82.8,0,1,EATO,a,,2,2,
6/13/22,2022,8:22,halidon,,wetland,HH34r,82.8,0,1,DOWO,a,1,,1,
6/13/22,2022,8:22,halidon,,wetland,HH34r,82.8,0,1,RBWO,a,,1,1,
6/13/22,2022,8:22,halidon,,wetland,HH34r,82.8,0,1,RBWO,v,1,,1,
6/13/22,2022,8:22,halidon,,wetland,HH34r,82.8,0,1,YBCH,a,1,,1,
6/13/22,2022,8:34,halidon,,wetland,UP01,85.3,0,1.1,COYE,a,,1,1,
6/13/22,2022,8:34,halidon,,wetland,UP01,85.3,0,1.1,EATO,a,1,1,2,
6/13/22,2022,8:34,halidon,,wetland,UP01,85.3,0,1.1,GCFL,a,,1,1,
6/14/22,2022,8:32,halidon,,wetland,HH17,87,0,0.7,COYE,a,1,,1,
6/14/22,2022,8:32,halidon,,wetland,HH17,87,0,0.7,WBNU,a,1,,1,
6/14/22,2022,8:32,halidon,,wetland,HH17,87,0,0.7,COGR,v,,1,1,
6/14/22,2022,8:32,halidon,,wetland,HH17,87,0,0.7,BGGN,a,1,,1,
6/14/22,2022,8:32,halidon,,wetland,HH17,87,0,0.7,EATO,a,,1,1,
6/14/22,2022,8:32,halidon,,wetland,HH17,87,0,0.7,DOWO,a,,1,1,
6/14/22,2022,8:32,halidon,,wetland,HH17,87,0,0.7,BHCO,a,,1,1,
6/14/22,2022,8:32,halidon,,wetland,HH17,87,0,0.7,EAWP,a,,1,1,
6/14/22,2022,8:44,halidon,,wetland,HH22,85.7,0,1.1,COYE,a,2,,2,
6/14/22,2022,8:44,halidon,,wetland,HH22,85.7,0,1.1,BASP,a,,1,1,
6/14/22,2022,8:44,halidon,,wetland,HH22,85.7,0,1.1,PIWA,a,,1,1,
6/14/22,2022,8:44,halidon,,wetland,HH22,85.7,0,1.1,BGGN,a,2,,2,
6/14/22,2022,6:36,halidon,,wetland,HH02,78.4,0,0,CARW,v,,1,1,
6/14/22,2022,6:36,halidon,,wetland,HH02,78.4,0,0,NOCA,a,1,,1,
6/14/22,2022,6:36,halidon,,wetland,HH02,78.4,0,0,NOCA,v,1,,1,
6/14/22,2022,6:36,halidon,,wetland,HH02,78.4,0,0,COYE,a,1,,1,
6/14/22,2022,6:36,halidon,,wetland,HH02,78.4,0,0,EATO,a,,1,1,
6/14/22,2022,6:36,halidon,,wetland,HH02,78.4,0,0,YTVI,a,,1,1,
6/14/22,2022,6:50,halidon,,wetland,HH01,78.6,0,0.7,BLGR,a,1,,1,
6/14/22,2022,6:50,halidon,,wetland,HH01,78.6,0,0.7,COYE,a,1,1,2,
6/14/22,2022,6:50,halidon,,wetland,HH01,78.6,0,0.7,NOMO,v,2,,2,
6/14/22,2022,7:03,halidon,,wetland,HH04,81.3,0,0,BGGN,a,2,,2,
6/14/22,2022,7:03,halidon,,wetland,HH04,81.3,0,0,COYE,a,1,1,2,
6/14/22,2022,7:03,halidon,,wetland,HH04,81.3,0,0,CARW,a,1,,1,
6/14/22,2022,7:15,halidon,,upland,UP04,83.7,0,1.4,EAKI,v,,1,1,
6/14/22,2022,7:15,halidon,,upland,UP04,83.7,0,1.4,BHNU,a,1,,1,
6/14/22,2022,7:15,halidon,,upland,UP04,83.7,0,1.4,BHNU,v,1,,1,
6/14/22,2022,7:15,halidon,,upland,UP04,83.7,0,1.4,BLGR,a,1,,1,
6/14/22,2022,7:15,halidon,,upland,UP04,83.7,0,1.4,NOMO,a,,1,1,
6/14/22,2022,7:31,halidon,,wetland,HH05,84.4,0,0.7,COYE,a,2,1,3,
6/14/22,2022,7:31,halidon,,wetland,HH05,84.4,0,0.7,EAWP,a,,1,1,
6/14/22,2022,7:31,halidon,,wetland,HH05,84.4,0,0.7,NOMO,a,,1,1,
6/14/22,2022,7:31,halidon,,wetland,HH05,84.4,0,0.7,BASP,v,,1,1,
6/14/22,2022,7:31,halidon,,wetland,HH05,84.4,0,0.7,GCFL,a,,1,1,
6/14/22,2022,7:47,halidon,,wetland,HH07,84.7,0,0,REVI,a,,1,1,
6/14/22,2022,7:47,halidon,,wetland,HH07,84.7,0,0,COYE,a,,2,2,
6/14/22,2022,7:47,halidon,,wetland,HH07,84.7,0,0,EATO,a,,1,1,
6/14/22,2022,7:47,halidon,,wetland,HH07,84.7,0,0,GCFL,a,2,,2,
6/14/22,2022,7:47,halidon,,wetland,HH07,84.7,0,0,EABL,a,,1,1,
6/14/22,2022,8:03,halidon,,upland,UP02,83.8,0,1,BHNU,a,,1,1,
6/14/22,2022,8:03,halidon,,upland,UP02,83.8,0,1,PIWA,a,,2,2,
6/14/22,2022,8:03,halidon,,upland,UP02,83.8,0,1,PIWA,v,1,,1,
6/14/22,2022,8:03,halidon,,upland,UP02,83.8,0,1,RBWO,a,,1,1,
6/14/22,2022,8:03,halidon,,upland,UP02,83.8,0,1,EATO,a,,1,1,
6/14/22,2022,8:03,halidon,,upland,UP02,83.8,0,1,BASP,a,,1,1,
6/14/22,2022,8:13,halidon,,wetland,HH14,85.4,0,1.5,PIWA,a,,1,,
6/14/22,2022,8:13,halidon,,wetland,HH14,85.4,0,1.5,COYE,a,1,,,
6/14/22,2022,8:13,halidon,,wetland,HH14,85.4,0,1.5,NOMO,a,1,,,
6/14/22,2022,8:13,halidon,,wetland,HH14,85.4,0,1.5,BGGN,a,1,,,
6/14/22,2022,8:13,halidon,,wetland,HH14,85.4,0,1.5,RBWO,a,1,,,
6/14/22,2022,8:13,halidon,,wetland,HH14,85.4,0,1.5,DOWO,a,,1,,
6/14/22,2022,8:13,halidon,,wetland,HH14,85.4,0,1.5,BRTH,a,1,,,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,BGGN,a,2,,2,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,CACH,a,1,,1,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,CACH,v,4,,4,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,GCFL,a,,1,1,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,NOPA,a,,1,1,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,NOCA,a,,1,1,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,RBWO,a,,1,1,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,WEVI,a,,1,1,
5/16/2022,2022,6:50,stono,5,wetland,SP03,70,0,0,EABL,a,1,,1,
5/16/2022,2022,,stono,5,wetland,SP08,70,0,0,CARW,a,,1,1,
5/16/2022,2022,,stono,5,wetland,SP08,70,0,0,NOPA,a,1,,1,
5/16/2022,2022,,stono,5,wetland,SP08,70,0,0,WEVI,a,,1,1,
5/16/2022,2022,,stono,5,wetland,SP08,70,0,0,WBNU,a,,1,1,
5/16/2022,2022,,stono,5,wetland,SP08,70,0,0,BGGN,a,2,,2,
5/16/2022,2022,,stono,5,wetland,SP08,70,0,0,RBWO,a,,1,1,
5/16/2022,2022,,stono,5,wetland,SP08,70,0,0,PIWO,a,,1,1,
5/16/2022,2022,,stono,5,wetland,SP02,71,0,0,DOWO,v,1,,1,
5/16/2022,2022,,stono,5,wetland,SP02,71,0,0,BGGN,a,2,,2,
5/16/2022,2022,,stono,5,wetland,SP02,71,0,0,EABL,a,,2,2,
5/16/2022,2022,,stono,5,wetland,SP02,71,0,0,WEVI,a,,1,1,
5/16/2022,2022,,stono,5,wetland,SP02,71,0,0,INBU,v,1,,1,
5/16/2022,2022,,stono,5,wetland,SP02,71,0,0,INBU,a,,1,1,
5/16/2022,2022,,stono,5,upland,UP05,72,0,0,CACH,a,1,,1,
5/16/2022,2022,,stono,5,upland,UP05,72,0,0,EATO,a,,1,1,
5/16/2022,2022,,stono,5,upland,UP05,72,0,0,NOPA,a,,1,1,
5/16/2022,2022,,stono,5,upland,UP05,72,0,0,PIWA,a,1,,1,
5/16/2022,2022,,stono,5,upland,UP05,72,0,0,INBU,a,,1,1,
5/16/2022,2022,,stono,5,upland,UP05,72,0,0,NOCA,v,1,,1,
5/16/2022,2022,,stono,5,upland,UP05,72,0,0,TUTI,v,2,,2,
5/16/2022,2022,,stono,5,upland,UP05,72,0,0,WEVI,a,,1,1,
5/16/2022,2022,,stono,6,wetland,SP09,74,0,0,WODU,v,,5,5,
5/16/2022,2022,,stono,6,wetland,SP09,74,0,0,GCFL,a,2,,2,
5/16/2022,2022,,stono,6,wetland,SP09,74,0,0,WEVI,a,1,,1,
5/16/2022,2022,,stono,6,wetland,SP09,74,0,0,NOPA,a,1,,1,
5/16/2022,2022,,stono,6,wetland,SP09,74,0,0,BGGN,a,2,,2,
5/16/2022,2022,,stono,6,wetland,SP09,74,0,0,RBWO,a,1,1,2,
5/16/2022,2022,,stono,6,wetland,SP09,74,0,0,TUTI,a,1,,1,
5/16/2022,2022,,stono,6,wetland,SP01,76,0,0,WEVI,a,1,,1,
5/16/2022,2022,,stono,6,wetland,SP01,76,0,0,DOWO,v,2,,2,
5/16/2022,2022,,stono,6,wetland,SP01,76,0,0,WBNU,a,1,,1,
5/16/2022,2022,,stono,6,wetland,SP01,76,0,0,BGGN,a,2,,2,
5/16/2022,2022,,stono,6,wetland,SP01,76,0,0,GCFL,a,,2,2,
5/16/2022,2022,,stono,6,wetland,SP01,76,0,0,NOPA,a,,1,1,
5/16/2022,2022,,stono,6,wetland,SP01,76,0,0,TUTI,a,,1,1,
5/16/2022,2022,,stono,6,wetland,SP01,76,0,0,NOCA,a,,1,1,
5/16/2022,2022,,stono,6,wetland,SP07,77,0,0,TUTI,a,2,1,3,
5/16/2022,2022,,stono,6,wetland,SP07,77,0,0,WEVI,a,2,,2,
5/16/2022,2022,,stono,6,wetland,SP07,77,0,0,NOCA,a,,1,1,
5/16/2022,2022,,stono,6,wetland,SP07,77,0,0,NOPA,a,1,,1,
5/16/2022,2022,,stono,6,upland,UP06,79,0,0,MIKI,v,1,,1,
5/16/2022,2022,,stono,6,upland,UP06,79,0,0,CARW,a,,2,2,
5/16/2022,2022,,stono,6,upland,UP06,79,0,0,TUTI,a,,2,2,
5/16/2022,2022,,stono,6,upland,UP06,79,0,0,AMRO,a,,2,2,
5/16/2022,2022,,stono,6,upland,UP06,79,0,0,BLGR,a,1,,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,NOPA,a,1,,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,WEVI,a,1,,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,NOCA,a,,2,2,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,RBWO,a,1,,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,WBNU,a,2,,2,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,PIWA,a,,1,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,CACH,a,1,,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,EATO,a,,1,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,TUTI,a,,1,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,GCFL,a,,1,1,
5/28/2022,2022,7:57,stono,,wetland,SP11,76,0,0,BGGN,a,1,,1,
5/28/2022,2022,7:28,stono,5,wetland,SP08,71,0,1.2,BGGN,a,2,,2,
5/28/2022,2022,7:28,stono,5,wetland,SP08,71,0,1.2,NOCA,a,1,,1,
5/28/2022,2022,7:28,stono,5,wetland,SP08,71,0,1.2,NOPA,a,1,1,2,
5/28/2022,2022,7:28,stono,5,wetland,SP08,71,0,1.2,WEVI,a,,1,1,
5/28/2022,2022,7:28,stono,5,wetland,SP08,71,0,1.2,CARW,a,1,,1,
5/28/2022,2022,7:40,stono,,wetland,SP03,71,0,0,BHCO,a,1,1,2,
5/28/2022,2022,7:40,stono,,wetland,SP03,71,0,0,BHCO,v,1,,1,
5/28/2022,2022,7:40,stono,,wetland,SP03,71,0,0,NOCA,a,2,,2,
5/28/2022,2022,7:40,stono,,wetland,SP03,71,0,0,EATO,a,1,,1,
5/28/2022,2022,7:40,stono,,wetland,SP03,71,0,0,INBU,a,,1,1,
5/28/2022,2022,7:40,stono,,wetland,SP03,71,0,0,CARW,a,,1,1,
5/28/2022,2022,7:40,stono,,wetland,SP03,71,0,0,WEVI,a,1,,1,
5/28/2022,2022,6:59,stono,5,wetland,SP02,71,0,0,BHCO,v,1,,1,
5/28/2022,2022,6:59,stono,5,wetland,SP02,71,0,0,PIWA,v,,3,3,
5/28/2022,2022,6:59,stono,5,wetland,SP02,71,0,0,YTWA,v,,1,1,
5/28/2022,2022,6:59,stono,5,wetland,SP02,71,0,0,GCFL,v,1,,1,
5/28/2022,2022,6:59,stono,5,wetland,SP02,71,0,0,NOCA,v,1,,1,
5/28/2022,2022,6:59,stono,5,wetland,SP02,71,0,0,AMRO,a,1,,1,
5/28/2022,2022,6:59,stono,5,wetland,SP02,71,0,0,BGGN,a,1,,1,
5/28/2022,2022,6:59,stono,5,wetland,SP02,71,0,0,INBU,a,,2,2,
5/28/2022,2022,7:11,stono,5,upland,UP05,72,0,0,NOCA,a,,1,1,
5/28/2022,2022,7:11,stono,5,upland,UP05,72,0,0,TUTI,a,3,,3,
5/28/2022,2022,7:11,stono,5,upland,UP05,72,0,0,WEVI,a,1,,1,
5/28/2022,2022,7:11,stono,5,upland,UP05,72,0,0,BHCO,v,2,,2,
5/24/2022,2022,8:26,stono,,wetland,SP13,79,0,0.7,REVI,a,,1,1,
5/24/2022,2022,8:26,stono,,wetland,SP13,79,0,0.7,CARW,a,,1,1,
5/24/2022,2022,8:26,stono,,wetland,SP13,79,0,0.7,WEVI,a,,2,2,
5/24/2022,2022,8:26,stono,,wetland,SP13,79,0,0.7,DOWO,a,,1,1,
5/24/2022,2022,8:26,stono,,wetland,SP13,79,0,0.7,NOCA,a,1,,1,
5/24/2022,2022,8:26,stono,,wetland,SP13,79,0,0.7,NOPA,a,,1,1,
5/24/2022,2022,8:26,stono,,wetland,SP13,79,0,0.7,CACH,a,1,1,2,
5/24/2022,2022,8:59,stono,6,wetland,SP05,79,0,0.6,ACFL,a,,1,1,
5/24/2022,2022,8:59,stono,6,wetland,SP05,79,0,0.6,WEVI,a,,1,1,
5/24/2022,2022,8:59,stono,6,wetland,SP05,79,0,0.6,CARW,a,,1,1,
5/24/2022,2022,8:59,stono,6,wetland,SP05,79,0,0.6,NOCA,a,2,,2,
5/24/2022,2022,8:59,stono,6,wetland,SP05,79,0,0.6,BGGN,v,1,,1,
5/24/2022,2022,8:59,stono,6,wetland,SP05,79,0,0.6,BLJA,a,,1,1,
5/24/2022,2022,8:59,stono,6,wetland,SP05,79,0,0.6,NOPA,a,1,,1,
5/24/2022,2022,7:02,stono,,wetland,SP11,75,0,0,PIWA,a,,2,2,
5/24/2022,2022,7:02,stono,,wetland,SP11,75,0,0,NOPA,a,1,,1,
5/24/2022,2022,7:02,stono,,wetland,SP11,75,0,0,TUTI,a,,1,1,
5/24/2022,2022,7:02,stono,,wetland,SP11,75,0,0,WEVI,a,1,,1,
5/24/2022,2022,7:02,stono,,wetland,SP11,75,0,0,CARW,a,,3,3,
5/24/2022,2022,7:02,stono,,wetland,SP11,75,0,0,NOCA,a,2,,2,
5/24/2022,2022,7:02,stono,,wetland,SP11,75,0,0,RBWO,a,1,,1,
5/24/2022,2022,8:06,stono,,wetland,SP12,79,0,1.6,EATO,a,,1,1,
5/24/2022,2022,8:06,stono,,wetland,SP12,79,0,1.6,INBU,a,1,1,2,
5/24/2022,2022,8:06,stono,,wetland,SP12,79,0,1.6,NOPA,a,,1,1,
5/24/2022,2022,8:06,stono,,wetland,SP12,79,0,1.6,TUTI,a,,1,1,
5/24/2022,2022,8:06,stono,,wetland,SP12,79,0,1.6,RHWO,v,1,,1,
5/24/2022,2022,8:06,stono,,wetland,SP12,79,0,1.6,NOCA,a,,1,1,
5/24/2022,2022,8:06,stono,,wetland,SP12,79,0,1.6,BLGR,a,,2,2,
6/3/2022,2022,8:01,stono,5,wetland,SP03,79.4,0,0.6,BGGN,a,1,,1,
6/3/2022,2022,8:01,stono,5,wetland,SP03,79.4,0,0.6,WEVI,a,,1,1,
6/3/2022,2022,8:01,stono,5,wetland,SP03,79.4,0,0.6,INBU,a,,2,2,
6/3/2022,2022,8:01,stono,5,wetland,SP03,79.4,0,0.6,BHCO,a,1,,1,
6/3/2022,2022,8:01,stono,5,wetland,SP03,79.4,0,0.6,CARW,a,1,,1,
6/3/2022,2022,8:01,stono,5,wetland,SP03,79.4,0,0.6,NOPA,a,,1,1,
6/3/2022,2022,8:01,stono,5,wetland,SP03,79.4,0,0.6,GCFL,a,,1,1,
6/3/2022,2022,8:16,stono,5,upland,UP05,81.5,0,0.6,WEVI,a,,1,1,
6/3/2022,2022,8:16,stono,5,upland,UP05,81.5,0,0.6,TUTI,a,1,,1,
6/3/2022,2022,8:16,stono,5,upland,UP05,81.5,0,0.6,INBU,a,,2,2,
6/1/2022,2022,8:55,stono,6,wetland,SP05,78.8,0,0,NOPA,a,1,,1,
6/1/2022,2022,8:55,stono,6,wetland,SP05,78.8,0,0,WEVI,a,,2,2,
6/1/2022,2022,8:55,stono,6,wetland,SP05,78.8,0,0,BGGN,a,2,,2,
6/1/2022,2022,8:55,stono,6,wetland,SP05,78.8,0,0,CACH,a,,2,2,
6/1/2022,2022,8:55,stono,6,wetland,SP05,78.8,0,0,OVEN,a,,1,1,
6/1/2022,2022,8:55,stono,6,wetland,SP05,78.8,0,0,PIWA,a,,1,1,
6/3/2022,2022,7:02,stono,6,wetland,SP09,76.8,0,0,WEVI,a,,1,1,
6/3/2022,2022,7:02,stono,6,wetland,SP09,76.8,0,0,CARW,a,,1,1,
6/3/2022,2022,7:02,stono,6,wetland,SP09,76.8,0,0,BGGN,a,1,,1,
6/3/2022,2022,7:02,stono,6,wetland,SP09,76.8,0,0,TUTI,a,,1,1,
6/3/2022,2022,7:02,stono,6,wetland,SP09,76.8,0,0,CACH,a,1,,1,
6/3/2022,2022,7:02,stono,6,wetland,SP09,76.8,0,0,NOPA,a,1,,1,
6/1/2022,2022,7:41,stono,6,wetland,SP01,73.8,0,0,BGGN,a,3,,3,
6/1/2022,2022,7:41,stono,6,wetland,SP01,73.8,0,0,NOPA,a,1,,1,
6/1/2022,2022,7:41,stono,6,wetland,SP01,73.8,0,0,WEVI,v,1,,1,
6/1/2022,2022,7:41,stono,6,wetland,SP01,73.8,0,0,INBU,a,,1,1,
6/1/2022,2022,8:24,stono,,wetland,SP16,74.7,0,0,CARW,a,,2,2,
6/1/2022,2022,8:24,stono,,wetland,SP16,74.7,0,0,WEVI,a,,1,1,
6/1/2022,2022,7:10,stono,6,wetland,SP07,70.1,0,0,CARW,a,,1,1,
6/1/2022,2022,7:10,stono,6,wetland,SP07,70.1,0,0,BGGN,a,3,,3,
6/1/2022,2022,7:10,stono,6,wetland,SP07,70.1,0,0,WEVI,a,,1,1,
6/1/2022,2022,7:10,stono,6,wetland,SP07,70.1,0,0,TUTI,a,,1,1,
6/1/2022,2022,7:10,stono,6,wetland,SP07,70.1,0,0,NOCA,a,1,,1,
6/1/2022,2022,7:26,stono,6,wetland,UP06,70.9,0,0,NOCA,v,,1,1,
6/1/2022,2022,7:26,stono,6,wetland,UP06,70.9,0,0,BHCO,a,1,,1,
6/1/2022,2022,7:26,stono,6,wetland,UP06,70.9,0,0,INBU,a,,2,2,
6/1/2022,2022,7:26,stono,6,wetland,UP06,70.9,0,0,BGGN,a,2,,2,
6/1/2022,2022,7:26,stono,6,wetland,UP06,70.9,0,0,CARW,a,,1,1,
6/1/2022,2022,7:26,stono,6,wetland,UP06,70.9,0,0,PIWO,v,,1,1,
6/1/2022,2022,7:26,stono,6,wetland,UP06,70.9,0,0,EATO,a,,1,1,
6/3/2022,2022,7:21,stono,,wetland,SP12,78.8,0,0.9,NOCA,a,1,,1,
6/3/2022,2022,7:35,stono,,wetland,SP13,79.2,0,0.7,NOPA,a,1,,1,
6/3/2022,2022,7:35,stono,,wetland,SP13,79.2,0,0.7,REVI,a,,1,1,
6/3/2022,2022,7:35,stono,,wetland,SP13,79.2,0,0.7,WEVI,a,1,,1,
6/3/2022,2022,7:35,stono,,wetland,SP13,79.2,0,0.7,TUTI,a,2,,2,
6/3/2022,2022,7:35,stono,,wetland,SP13,79.2,0,0.7,YBCU,a,,1,1,
6/3/2022,2022,7:35,stono,,wetland,SP13,79.2,0,0.7,CACH,a,1,,1,
6/8/2022,2022,8:33,stono,,wetland,SP16,78.1,0,0,RBWO,a,1,,1,
6/8/2022,2022,8:33,stono,,wetland,SP16,78.1,0,0,NOPA,a,1,,1,
6/8/2022,2022,8:33,stono,,wetland,SP16,78.1,0,0,CARW,a,1,1,2,
6/8/2022,2022,8:33,stono,,wetland,SP16,78.1,0,0,CARW,v,1,,1,
6/8/2022,2022,8:33,stono,,wetland,SP16,78.1,0,0,WEVI,a,,1,1,
6/8/2022,2022,8:33,stono,6,wetland,SP16,78.1,0,0,NOCA,a,,1,1,
6/8/2022,2022,8:56,stono,6,wetland,SP09,84,0,36,GREG,v,1,,1,
6/8/2022,2022,8:56,stono,6,wetland,SP09,84,0,36,GRHE,v,1,,1,
6/8/2022,2022,8:56,stono,6,wetland,SP09,84,0,36,WEVI,a,1,,1,
6/8/2022,2022,8:56,stono,6,wetland,SP09,84,0,36,NOPA,a,,1,1,
6/8/2022,2022,8:56,stono,6,wetland,SP09,84,0,36,INBU,a,,1,1,
6/8/2022,2022,8:56,stono,6,wetland,SP09,84,0,36,BGGN,a,,1,1,
6/8/2022,2022,7:50,stono,6,upland,UP06,80.6,0,0,INBU,a,,1,1,
6/8/2022,2022,7:50,stono,6,upland,UP06,80.6,0,0,BGGN,a,,2,2,
6/8/2022,2022,7:50,stono,6,upland,UP06,80.6,0,0,TUTI,a,,1,1,
6/8/2022,2022,7:50,stono,6,upland,UP06,80.6,0,0,WEVI,a,,1,1,
6/8/2022,2022,7:50,stono,6,upland,UP06,80.6,0,0,CARW,a,,1,1,
6/8/2022,2022,7:50,stono,6,upland,UP06,80.6,0,0,CACH,a,2,,2,
6/8/2022,2022,8:02,stono,6,wetland,SP07,76.5,0,0,REVI,a,,1,1,
6/8/2022,2022,8:02,stono,6,wetland,SP07,76.5,0,0,RBWO,a,1,,1,
6/8/2022,2022,8:02,stono,6,wetland,SP07,76.5,0,0,BHCO,a,,1,1,
6/8/2022,2022,8:02,stono,6,wetland,SP07,76.5,0,0,WEVI,a,,1,1,
6/8/2022,2022,8:02,stono,6,wetland,SP07,76.5,0,0,CARW,a,,1,1,
6/8/2022,2022,8:02,stono,6,wetland,SP07,76.5,0,0,BGGN,a,2,,2,
6/8/2022,2022,6:54,stono,5,wetland,SP02,74.6,0,0,TUTI,a,2,,2,
6/8/2022,2022,6:54,stono,5,wetland,SP02,74.6,0,0,WEVI,a,1,,1,
6/8/2022,2022,6:54,stono,5,wetland,SP02,74.6,0,0,CACH,a,1,,1,
6/8/2022,2022,6:54,stono,5,wetland,SP02,74.6,0,0,COYE,v,1,,1,FY
6/8/2022,2022,6:54,stono,5,wetland,SP02,74.6,0,0,BHCO,v,1,,1,fledgling fed by COYE
6/8/2022,2022,6:54,stono,5,wetland,SP02,74.6,0,0,BGGN,v,1,,1,
6/8/2022,2022,7:09,stono,5,wetland,SP08,75.6,0,0,RBWO,a,,1,1,
6/8/2022,2022,7:09,stono,5,wetland,SP08,75.6,0,0,NOPA,a,1,,1,
6/8/2022,2022,7:09,stono,5,wetland,SP08,75.6,0,0,TUTI,a,1,1,2,
6/8/2022,2022,7:09,stono,5,wetland,SP08,75.6,0,0,MIKI,v,1,,1,
6/8/2022,2022,7:09,stono,5,wetland,SP08,75.6,0,0,INBU,a,,1,1,
6/8/2022,2022,7:09,stono,5,wetland,SP08,75.6,0,0,EATO,a,,1,1,
6/8/2022,2022,7:09,stono,5,wetland,SP08,75.6,0,0,BGGN,a,1,,1,
6/8/2022,2022,7:09,stono,5,wetland,SP08,75.6,0,0,NOCA,a,,1,1,
6/8/2022,2022,7:22,stono,5,wetland,SP03,79.7,0,0,NOCA,a,1,,1,
6/8/2022,2022,7:22,stono,5,wetland,SP03,79.7,0,0,DOWO,a,1,,1,
