date,year,time,site,block,site_type,wetland_id,temp,water,species,method,25m,50m,total
05/15/2021,2021,7:01,halidon,3,upland,UP03,48,0,DOWO,a,,1,1
05/19/2021,2021,8:50,halidon,3,upland,UP03,70,0,BHNU,a,1,,1
05/19/2021,2021,8:50,halidon,3,upland,UP03,70,0,PIWA,v,3,,3
05/19/2021,2021,8:50,halidon,3,upland,UP03,70,0,CHSP,a,,2,2
05/19/2021,2021,8:50,halidon,3,upland,UP03,70,0,BCSP,v,1,,1
05/26/2021,2021,7:00,halidon,3,upland,UP03,68,0,PIWA,a,,1,1
05/14/2021,2021,6:57,halidon,4,wetland,HH02,48,0,TUTI,a,1,,1
05/14/2021,2021,6:57,halidon,4,wetland,HH02,48,0,TUTI,v,,2,2
05/14/2021,2021,6:57,halidon,4,wetland,HH02,48,0,CACH,v,1,,1
05/14/2021,2021,6:57,halidon,4,wetland,HH02,48,0,COYE,a,1,,1
05/14/2021,2021,6:57,halidon,4,wetland,HH02,48,0,YBCU,v,1,,1
05/17/2021,2021,8:40,halidon,4,wetland,HH02,64,0,TUTI,a,1,,1
05/17/2021,2021,8:40,halidon,4,wetland,HH02,64,0,GCFL,a,,1,1
05/17/2021,2021,8:40,halidon,4,wetland,HH02,64,0,WOTH,a,,1,1
05/17/2021,2021,8:40,halidon,4,wetland,HH02,64,0,BGGN,v,1,,1
05/17/2021,2021,8:40,halidon,4,wetland,HH02,64,0,BGGN,a,,1,1
05/17/2021,2021,8:40,halidon,4,wetland,HH02,64,0,COYE,a,,2,2
05/17/2021,2021,8:40,halidon,4,wetland,HH02,64,0,YBCU,v,1,,1
05/24/2021,2021,6:44,halidon,4,wetland,HH02,68,0,CARW,a,1,,1
05/24/2021,2021,6:44,halidon,4,wetland,HH02,68,0,DOWO,a,1,,1
05/24/2021,2021,6:44,halidon,4,wetland,HH02,68,0,DOWO,v,,1,1
05/24/2021,2021,6:44,halidon,4,wetland,HH02,68,0,BGGN,a,2,,2
05/14/2021,2021,7:15,halidon,4,wetland,HH04,48,3.1,CACH,a,2,,2
05/14/2021,2021,7:15,halidon,4,wetland,HH04,48,3.1,TUTI,a,2,,2
05/14/2021,2021,7:15,halidon,4,wetland,HH04,48,3.1,COYE,a,,1,1
05/14/2021,2021,7:15,halidon,4,wetland,HH04,48,3.1,BGGN,a,1,1,2
05/14/2021,2021,7:15,halidon,4,wetland,HH04,48,3.1,BGGN,v,1,,1
05/14/2021,2021,7:15,halidon,4,wetland,HH04,48,3.1,PIWA,a,,1,1
05/17/2021,2021,8:26,halidon,4,wetland,HH04,57,0,NOMO,a,1,,1
05/17/2021,2021,8:26,halidon,4,wetland,HH04,57,0,CHSP,a,,1,1
05/17/2021,2021,8:26,halidon,4,wetland,HH04,57,0,COYE,a,,1,1
05/17/2021,2021,8:26,halidon,4,wetland,HH04,57,0,TUTI,a,1,,1
05/17/2021,2021,8:26,halidon,4,wetland,HH04,57,0,EATO,v,1,,1
05/17/2021,2021,8:26,halidon,4,wetland,HH04,57,0,EATO,a,,1,1
05/17/2021,2021,8:26,halidon,4,wetland,HH04,57,0,BGGN,a,1,,1
05/24/2021,2021,6:59,halidon,4,wetland,HH04,68,0,NOMO,v,1,,1
05/24/2021,2021,6:59,halidon,4,wetland,HH04,68,0,BGGN,a,1,1,2
05/24/2021,2021,6:59,halidon,4,wetland,HH04,68,0,BGGN,v,1,,1
05/24/2021,2021,6:59,halidon,4,wetland,HH04,68,0,COYE,a,,1,1
05/24/2021,2021,6:59,halidon,4,wetland,HH04,68,0,TUTI,v,1,,1
05/14/2021,2021,7:52,halidon,4,wetland,HH07,52,0,RBWO,v,1,,1
05/14/2021,2021,7:52,halidon,4,wetland,HH07,52,0,RBWO,a,,1,1
05/14/2021,2021,7:52,halidon,4,wetland,HH07,52,0,WBNU,a,,1,1
05/14/2021,2021,7:52,halidon,4,wetland,HH07,52,0,GCFL,a,,1,1
05/14/2021,2021,7:52,halidon,4,wetland,HH07,52,0,COYE,a,,1,1
05/17/2021,2021,7:59,halidon,4,wetland,HH07,57,0,COYE,a,,1,1
05/17/2021,2021,7:59,halidon,4,wetland,HH07,57,0,RHWO,a,1,,1
05/17/2021,2021,7:59,halidon,4,wetland,HH07,57,0,AMRO,a,,1,1
05/17/2021,2021,7:59,halidon,4,wetland,HH07,57,0,GCFL,a,1,1,2
05/17/2021,2021,7:59,halidon,4,wetland,HH07,57,0,RSHA,v,,1,1
05/17/2021,2021,7:59,halidon,4,wetland,HH07,57,0,PIWA,a,,1,1
05/24/2021,2021,7:24,halidon,4,wetland,HH07,68,0,CARW,a,1,,1
05/24/2021,2021,7:24,halidon,4,wetland,HH07,68,0,BHCO,a,,1,1
05/24/2021,2021,7:24,halidon,4,wetland,HH07,68,0,NOCA,a,,2,2
05/24/2021,2021,7:24,halidon,4,wetland,HH07,68,0,TUTI,v,2,,2
05/14/2021,2021,7:29,halidon,4,upland,UP04,52,0,EAKI,v,2,,2
05/14/2021,2021,7:29,halidon,4,upland,UP04,52,0,BHNU,a,1,1,2
05/14/2021,2021,7:29,halidon,4,upland,UP04,52,0,NOMO,v,,2,2
05/14/2021,2021,7:29,halidon,4,upland,UP04,52,0,BHCO,v,,1,1
05/14/2021,2021,7:29,halidon,4,upland,UP04,52,0,OROR,v,1,,1
05/17/2021,2021,8:15,halidon,4,upland,UP04,57,0,EAKI,v,1,2,3
05/17/2021,2021,8:15,halidon,4,upland,UP04,57,0,TUTI,v,3,3,6
05/17/2021,2021,8:15,halidon,4,upland,UP04,57,0,OROR,v,,1,1
05/17/2021,2021,8:15,halidon,4,upland,UP04,57,0,COYE,v,1,,1
05/24/2021,2021,7:10,halidon,4,upland,UP04,68,0,EAKI,v,1,2,3
05/24/2021,2021,7:10,halidon,4,upland,UP04,68,0,OROR,v,1,,1
05/24/2021,2021,7:10,halidon,4,upland,UP04,68,0,BGGN,v,1,,1
05/24/2021,2021,7:10,halidon,4,upland,UP04,68,0,PABU,v,,1,1
05/24/2021,2021,7:10,halidon,4,upland,UP04,68,0,RHWO,v,,1,1
